NUM,Date,Site,Plot,W_N,CentralSpecies,CommonName,ScientificName,SpeciesCode,GrowthHabit,WeedList,Tier_1,Tier_2,Tier_3,Tier_4,Epiphyte,PercentCover,Status,Presence,Notes
771,28/04/2023,Salford,4,W,Ligustrum lucidum,Karamu,Coprosma robusta,COProb,Tree,0,6,2,1,1,0,N/A,0,1,
783,28/04/2023,Salford,4,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,9,0,0,0,0,N/A,0,1,
802,2/05/2023,Salford,5,W,Ligustrum lucidum,Karamu,Coprosma robusta,COProb,Tree,0,3,3,2,2,0,N/A,0,1,
808,2/05/2023,Salford,5,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,3,0,0,0,0,N/A,0,1,
809,2/05/2023,Salford,6,W,Ligustrum lucidum,Karamu,Coprosma robusta,COProb,Tree,0,13,10,2,0,0,N/A,0,1,
814,2/05/2023,Salford,6,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,10,2,0,0,0,N/A,0,1,
821,  02/05/2023,Salford,7,W,Ligustrum lucidum,Karamu,Coprosma robusta,COProb,Tree,0,2,1,0,0,0,N/A,0,1,
834,2/05/2023,Salford,8,W,Ligustrum lucidum,Karamu,Coprosma robusta,COProb,Tree,0,3,2,0,0,0,N/A,0,1,
847,2/05/2023,Salford,8,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,18,4,0,0,0,N/A,0,1,
872,4/05/2023,Salford,9,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,1,1,0,0,0,N/A,0,1,
875,4/05/2023,Salford,10,W,Ligustrum lucidum,Karamu,Coprosma robusta,COProb,Tree,0,1,1,0,0,0,N/A,0,1,
884,4/05/2023,Salford,11,W,Ligustrum lucidum,Karamu,Coprosma robusta,COProb,Tree,0,2,1,1,0,0,N/A,0,1,
887,4/05/2023,Salford,11,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,48,0,0,0,0,N/A,0,1,
896,12/05/2023,Silvana,1,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,1,1,1,0,0,N/A,0,1,
912,12/05/2023,Silvana,2,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,5,1,0,0,0,N/A,0,1,
927,12/05/2023,Silvana,3,W,Ligustrum lucidum,Karamu,Coprosma robusta,COProb,Tree,0,2,1,1,1,0,N/A,0,1,
940,2/01/2024,England,1,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,4,4,2,1,0,N/A,0,1,
951,2/01/2024,England,1,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,12,4,0,0,0,N/A,0,1,
964,2/01/2024,England,2,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,1,1,1,1,0,N/A,0,1,
969,2/01/2024,England,3,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,2,2,2,1,0,N/A,0,1,
982,2/01/2024,England,4,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,8,7,7,3,0,N/A,0,1,
997,2/01/2024,England,4,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,2,0,0,0,0,N/A,0,1,
1004,2/12/2024,Netball,1,N,Native,karamu,Coprosma robusta,COProb,Tree,0,8,6,5,4,0,N/A,0,1,
1014,2/12/2024,Netball,2,W,Paraserianthes lophantha,karamu,Coprosma robusta,COProb,Tree,0,1,0,0,0,0,N/A,0,1,
1019,2/12/2024,Netball,2,N,Native,karamu,Coprosma robusta,COProb,Tree,0,2,0,0,0,0,N/A,0,1,
1020,2/12/2024,Netball,3,W,Paraserianthes lophantha,karamu,Coprosma robusta,COProb,Tree,0,19,18,12,9,0,N/A,0,1,
1025,2/12/2024,Netball,3,N,Native,karamu,Coprosma robusta,COProb,Tree,0,19,12,11,7,0,N/A,0,1,
1027,2/12/2024,Netball,4,W,Ligustrum lucidum,karamu,Coprosma robusta,COProb,Tree,0,253,3,1,1,0,N/A,0,1,
1032,2/12/2024,Netball,4,N,Native,karamu,Coprosma robusta,COProb,Tree,0,4,1,0,0,0,N/A,0,1,
1034,2/12/2024,Netball,5,W,Ligustrum lucidum,karamu,Coprosma robusta,COProb,Tree,0,4,1,0,0,0,N/A,0,1,
1038,2/12/2024,Netball,5,N,Native,karamu,Coprosma robusta,COProb,Tree,0,13,3,0,0,0,N/A,0,1,
1043,14/02/2024,Netball,6,W,Paraserianthes lophantha,karamu,Coprosma robusta,COProb,Tree,0,12,3,0,0,0,N/A,0,1,
1053,14/02/2024,Netball,6,N,Native,karamu,Coprosma robusta,COProb,Tree,0,17,2,1,1,0,N/A,0,1,
1061,14/02/2024,Netball,7,W,Paraserianthes lophantha,karamu,Coprosma robusta,COProb,Tree,0,14,10,4,2,0,N/A,0,1,
1067,14/02/2024,Netball,7,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,22,19,9,2,0,N/A,0,1,
1072,3/01/2024,Netball,8,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,2,2,2,2,0,N/A,0,1,
1076,3/01/2024,Netball,8,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,1,1,0,0,0,N/A,0,1,
1080,3/01/2024,Netball,9,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,1,1,1,1,0,N/A,0,1,
1092,16/07/2024,Netball,11,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,13,12,10,3,0,N/A,0,1,
1104,16/07/2024,Netball,11,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,18,16,10,0,0,N/A,0,1,
1120,16/07/2024,Netball,12,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,2,1,1,0,0,N/A,0,1,
1130,22/08/2024,Seddon,1,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,2,2,2,2,0,N/A,0,1,
1148,3/09/2024,Seddon,3,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,3,3,3,1,0,N/A,0,1,
1150,4/09/2024,Seddon,3,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,2,2,2,2,0,N/A,0,1,
1155,4/09/2024,Seddon,4,W,Paraserianthes lophantha,Karamu,Coprosma robusta,COProb,Tree,0,8,8,7,3,0,N/A,0,1,
1160,4/09/2024,Seddon,4,N,Native,Karamu,Coprosma robusta,COProb,Tree,0,1,1,1,1,0,N/A,0,1,
206,10/02/2023,Todd,4,N,Native,Round-leafed coprosma,Coprosma rotundifolia,COProt,Shrub,0,1,1,1,1,0,N/A,0,1,
211,10/02/2023,Todd,5,W,Solanum mauritianum,Coprosma spathulata,Coprosma spathulata,COPspa,Shrub,0,1,1,1,0,0,N/A,0,1,
562,24/03/2023,Sancta,5,N,Native,Coprosma virescens,Coprosma virescens,COPvir,Shrub,0,2,2,1,0,0,N/A,0,1,
569,24/03/2023,Sancta,5,W,Solanum mauritianum,Coprosma virescens,Coprosma virescens,COPvir,Shrub,0,3,3,0,0,0,N/A,0,1,
579,29/03/2023,Sancta,6,N,Native,Coprosma virescens,Coprosma virescens,COPvir,Shrub,0,2,2,0,0,0,N/A,0,1,
595,29/03/2023,Sancta,8,N,Native,Coprosma virescens,Coprosma virescens,COPvir,Shrub,0,4,3,2,0,0,N/A,0,1,
613,29/03/2023,Sancta,11,W,Solanum mauritianum,Coprosma virescens,Coprosma virescens,COPvir,Shrub,0,1,1,0,0,0,N/A,0,1,
9,6/01/2023,Reid,1,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
14,6/01/2023,Reid,2,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
102,7/02/2023,Bacon,4,W,Paraserianthes lophantha,Ti Kouka,Cordyline australis,CORaus,Tree,0,2,0,0,0,0,N/A,0,1,
110,8/02/2023,Yates,1,W,Ligustrum lucidum,Ti Kouka,Cordyline australis,CORau,Tree,0,1,1,1,1,0,N/A,0,1,
124,8/02/2023,Yates,1,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,0,0,N/A,0,1,
265,13/03/2023,Spence,1,W,Ligustrum lucidum,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,0,0,N/A,0,1,
308,15/03/2023,Eirian,1,W,Ligustrum lucidum,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,0,0,N/A,0,1,
315,15/03/2023,Eirian,2,W,Ligustrum lucidum,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
374,17/03/2023,Ambury,7,W,Solanum mauritianum,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
378,17/03/2023,Ambury,7,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
439,20/03/2023,Winter,3,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,2,2,2,0,0,N/A,0,1,
570,29/03/2023,Sancta,6,W,Solanum mauritianum,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
580,29/03/2023,Sancta,6,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,0,0,0,N/A,0,1,
606,29/03/2023,Sancta,10,W,Solanum mauritianum,Ti Kouka,Cordyline australis,CORaus,Tree,0,4,4,3,1,0,N/A,0,1,
634,14/04/2023,Cain,1,W,Ligustrum lucidum,Ti Kouka,Cordyline australis,CORaus,Tree,0,2,2,2,2,0,N/A,0,1,
710,19/04/2023,Burns,2,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
735,28/04/2023,Salford,1,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
746,28/04/2023,Salford,2,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,0,0,0,N/A,0,1,
760,28/04/2023,Salford,3,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
774,28/04/2023,Salford,4,W,Ligustrum lucidum,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,0,0,0,N/A,0,1,
813,2/05/2023,Salford,6,W,Ligustrum lucidum,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,0,0,N/A,0,1,
845,2/05/2023,Salford,8,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
881,4/05/2023,Salford,10,N,Native,Ti Kouka,Cordyline australis,CORaus,Tree,0,1,1,1,1,0,N/A,0,1,
1062,14/02/2024,Netball,7,W,Paraserianthes lophantha,Ti Kouka,Cordyline australis,CORaus,Tree,0,3,3,3,3,0,N/A,0,1,
477,21/03/2023,Nataly,2,N,Native,Pampas Grass,Cortaderia selloana,CORsel,Grass,1,2,2,2,0,0,N/A,1,1,
486,21/03/2023,Nataly,2,W,Paraserianthes lophantha,Pampas Grass,Cortaderia selloana,CORsel,Grass,1,2,2,1,0,0,N/A,1,1,
494,21/03/2023,Nataly,3,W,Paraserianthes lophantha,Pampas Grass,Cortaderia selloana,CORsel,Grass,1,1,1,1,0,0,N/A,1,1,
941,2/01/2024,England,1,W,Paraserianthes lophantha,Pampas Grass,Cortaderia selloana,CORsel,Grass,1,1,1,1,1,0,N/A,1,1,
19,11/01/2023,Jensen,1,W,Solanum mauritianum,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,1,1,1,0,0,N/A,0,1,
26,11/01/2023,Jensen,1,N,Native,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,15,11,3,0,0,N/A,0,1,
36,11/01/2023,Jensen,2,N,Native,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,1,1,0,0,0,N/A,0,1,
41,11/01/2023,Jensen,2,W,Paraserianthes lophantha,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,7,6,4,1,0,N/A,0,1,
258,13/03/2023,Spence,1,W,Ligustrum lucidum,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,4,4,0,0,0,N/A,0,1,
267,13/03/2023,Spence,1,N,Native,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,7,7,3,0,0,N/A,0,1,
747,28/04/2023,Salford,2,N,Native,karaka,Corynocarpus laevigatus,CORlae,Tree,0,1,0,0,0,0,N/A,0,1,
981,2/01/2024,England,4,W,Paraserianthes lophantha,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,8,8,7,0,0,N/A,0,1,
989,2/01/2024,England,4,N,Native,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,15,11,0,0,0,N/A,0,1,
1082,3/01/2024,Netball,9,N,Native,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,69,50,1,0,0,N/A,0,1,
1091,3/01/2024,Netball,10,N,Native,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,2,1,1,0,0,N/A,0,1,
1139,22/08/2024,Seddon,2,W,Paraserianthes lophantha,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,24,14,1,0,0,N/A,0,1,
1143,22/08/2024,Seddon,2,N,Native,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,10,8,3,1,0,N/A,0,1,
1147,3/09/2024,Seddon,3,W,Paraserianthes lophantha,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,1,1,1,1,0,N/A,0,1,
1151,4/09/2024,Seddon,3,N,Native,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,2,1,1,1,0,N/A,0,1,
1178,5/11/2024,Seddon,7,W,Ligustrum lucidum,Karaka,Corynocarpus laevigatus,CORlae,Tree,0,8,8,1,0,0,N/A,0,1,
504,21/03/2023,Nataly,3,N,Native,Franchet Cotoneaster,Cotoneaster franchetii,COTfra,Shrub,1,2,1,0,0,0,N/A,1,1,
16,6/01/2023,Reid,2,N,Native,Cotoneaster,Cotoneaster glaucophyllus,COTgla,Shrub,1,1,1,0,0,0,N/A,1,1,
153,8/02/2023,Yates,3,W,Ligustrum lucidum,Fairy Stonecrop,Crassula multicava,CRAmcv,Forb,1,1,0,0,0,0,N/A,1,1,
88,7/02/2023,Bacon,3,W,Paraserianthes lophantha,Silver Fern,Cyathea dealbata,CYAdea,Tree Fern,0,1,1,1,0,0,N/A,0,1,
184,10/02/2023,Todd,3,N,Native,Silver Fern,Cyathea dealbata,CYAdea,Fern,0,1,1,1,0,0,N/A,0,1,
200,10/02/2023,Todd,4,N,Native,Silver Fern,Cyathea dealbata,CYAdea,Fern,0,1,1,0,0,0,N/A,0,1,
287,15/03/2023,Eirian,1,N,Native,Silver Fern,Cyathea dealbata,CYAdea,Tree Fern,0,2,2,2,2,0,N/A,0,1,
458,21/03/2023,Nataly,1,W,Solanum mauritianum,Silver Fern,Cyathea dealbata,CYAdea,Tree Fern,0,1,1,1,0,0,N/A,0,1,
483,21/03/2023,Nataly,2,W,Paraserianthes lophantha,Silver Fern,Cyathea dealbata,CYAdea,Tree Fern,0,1,1,1,1,0,N/A,0,1,
667,14/04/2023,Cain,2,N,Native,Silver Fern,Cyathea dealbata,CYAdea,Tree Fern,0,9,8,0,0,0,N/A,0,1,
316,15/03/2023,Eirian,2,W,Ligustrum lucidum,Ivy-leafed toadflax,Cymbalaria muralis,CYMmur,Vine,0,,,,,,15,1,1,15 % Ground Cover
168,8/02/2023,Yates,3,N,Native,Tall Flatsedge,Cyperus eragrostis,CYPera,Grass,1,1,1,0,0,0,N/A,1,1,
346,17/03/2023,Ambury,4,W,Solanum mauritianum,Tall Flatsedge,Cyperus eragrostis,CYPera,Grass,1,1,1,0,0,0,N/A,1,1,
368,17/03/2023,Ambury,6,N,Native,Tall Flatsedge,Cyperus eragrostis,CYPera,Grass,1,1,1,0,0,0,N/A,1,1,
497,21/03/2023,Nataly,3,W,Paraserianthes lophantha,Tall Flatsedge,Cyperus eragrostis,CYPera,Grass,1,2,2,0,0,0,N/A,1,1,
883,4/05/2023,Salford,11,W,Ligustrum lucidum,Kahikatea,Dacrycarpus dacrydioides,DACdac,Tree,0,1,0,0,0,0,N/A,0,1,
929,12/05/2023,Silvana,3,W,Ligustrum lucidum,Kahikatea,Dacrycarpus dacrydioides,DACdac,Tree,0,6,0,0,0,0,N/A,0,1,
934,12/05/2023,Silvana,3,N,Native,Kahikatea,Dacrycarpus dacrydioides,DACdac,Tree,0,37,0,0,0,0,N/A,0,1,
226,10/02/2023,Todd,6,N,Native,Queen Anne's Lace,Daucus carota,DAUcar,Forb,0,1,1,1,0,0,N/A,1,1,
744,28/04/2023,Salford,2,N,Native,Wild Carrot,Daucus carota,DAUcar,Forb,0,1,1,0,0,0,N/A,1,1,
790,28/04/2023,Salford,4,N,Native,Wild Carrot,Daucus carota,DAUcar,Forb,0,1,0,0,0,0,N/A,1,1,
801,2/05/2023,Salford,5,W,Ligustrum lucidum,Wild Carrot,Daucus carota,DAUcar,Forb,0,2,0,0,0,0,N/A,1,1,
819,  02/05/2023,Salford,7,W,Ligustrum lucidum,Wild Carrot,Daucus carota,DAUcar,Forb,0,3,0,0,0,0,N/A,1,1,
831,2/05/2023,Salford,7,N,Native,Wild Carrot,Daucus carota,DAUcar,Forb,0,16,6,0,0,0,N/A,1,1,
963,2/01/2024,England,2,W,Paraserianthes lophantha,Queen Anne's Lace,Daucus carota,DAUcar,Forb,0,1,1,1,0,0,N/A,1,1,
1100,16/07/2024,Netball,11,W,Paraserianthes lophantha,Wild Carrot,Daucus carota,DAUcar,Forb,0,2,0,0,0,0,N/A,1,1,
1107,16/07/2024,Netball,11,N,Native,Wild Carrot,Daucus carota,DAUcar,Forb,0,3,1,0,0,0,N/A,1,1,
631,14/04/2023,Cain,1,W,Ligustrum lucidum,Cape Ivy,Delairea odorata,DELodo,Forb,1,1,1,0,0,1,N/A,1,1,
641,14/04/2023,Cain,1,N,Native,Cape Ivy,Delairea odorata,DELodo,Forb,1,3,2,0,0,3,N/A,1,1,
661,14/04/2023,Cain,2,W,Ligustrum lucidum,Pink Rock Orchid,Dendrobium kingianum,N/A,Forb,0,0,0,0,0,2,N/A,1,1,
121,8/02/2023,Yates,1,W,Ligustrum lucidum,Butterfly Iris,Dictes grandiflora,DICgran,Forb,0,1,1,1,0,0,N/A,1,1,
10,6/01/2023,Reid,2,W,Solanum mauritianum,Mock Strawberry,Duchesnea indica,DUCind,Forb,0,1,0,0,0,0,N/A,1,1,
17,6/01/2023,Reid,2,N,Native,Mock Strawberry,Duchesnea indica,DUCind,Forb,0,3,1,0,0,0,N/A,1,1,
65,7/02/2023,Bacon,1,W,Solanum mauritianum,Mock Strawberry,Duchesnea indica,DUCind,Forb,0,5,4,0,0,0,N/A,1,1,
212,10/02/2023,Todd,5,N,Native,Mock Strawberry,Duchesnea indica,DUCind,Forb,0,8,0,0,0,0,N/A,1,1,
234,23/02/2023,Ambury,1,N,Native,Mock Strawberry,Duchesnea indica,DUCind,Forb,0,2,1,0,0,0,N/A,1,1,
419,20/03/2023,Winter,2,N,Native,Mock Strawberry,Duchesnea indica,DUCind,Forb,0,4,0,0,0,0,N/A,1,1,
434,20/03/2023,Winter,3,N,Native,Mock Strawberry,Duchesnea indica,DUCind,Forb,0,,,,,,5,1,1,5 % Ground Cover
447,20/03/2023,Winter,4,W,Solanum mauritianum,Mock Strawberry,Duchesnea indica,DUCind,Forb,0,,,,,,5,1,1,5 % Ground Cover
455,20/03/2023,Winter,4,N,Native,Mock Strawberry,Duchesnea indica,DUCind,Forb,0,,,,,,2,1,1,2 % ground cover
915,12/05/2023,Silvana,2,N,Native,Mock Strawberry,Duchesnea indica,DUCind,Forb,0,7,1,0,0,0,N/A,1,1,
1158,4/09/2024,Seddon,4,W,Paraserianthes lophantha,Kohekohe,Dysoxylum spectabile,DYSspe,Tree,0,1,1,1,1,0,N/A,0,1,
660,14/04/2023,Cain,2,W,Ligustrum lucidum,Mexican snowball,Echeveria Elegans,N/A,Forb,0,0,0,0,0,1,N/A,1,1,
826,  02/05/2023,Salford,7,W,Ligustrum lucidum,Elaeagnus x reflexa,Elaeagnus x reflexa,ELAxre,Tree,0,1,0,0,0,0,N/A,1,1,
502,21/03/2023,Nataly,3,N,Native,Hinau,Elaeocarpus dentatus,ELAden,Tree,0,1,0,0,0,0,N/A,0,1,
1121,22/08/2024,Seddon,1,W,Paraserianthes lophantha,Whau,Entelea arborescens,ENTarb,Tree,0,4,4,3,2,0,N/A,0,1,
762,28/04/2023,Salford,3,N,Native,Erigeron canadensis,Erigeron canadensis,ERIcan,Forb,0,2,2,2,0,0,N/A,1,1,
785,28/04/2023,Salford,4,N,Native,Erigeron canadensis,Erigeron canadensis,ERIcan,Forb,0,1,1,0,0,0,N/A,1,1,
75,7/02/2023,Bacon,2,W,Paraserianthes lophantha,Loquat,Eriobotrya japonica,ERIjap,Tree,0,4,4,1,0,0,N/A,1,1,
291,15/03/2023,Eirian,1,N,Native,Loquat,Eriobotrya japonica,ERIjap,Tree,0,1,1,0,0,0,N/A,1,1,
303,15/03/2023,Eirian,2,N,Native,Loquat,Eriobotrya japonica,ERIjap,Tree,0,2,0,0,0,0,N/A,1,1,
636,14/04/2023,Cain,1,W,Ligustrum lucidum,Loquat,Eriobotrya japonica,ERIjap,Tree,0,1,1,0,0,0,N/A,1,1,
652,14/04/2023,Cain,2,W,Ligustrum lucidum,Loquat,Eriobotrya japonica,ERIjap,Tree,0,12,5,1,1,0,N/A,1,1,
673,14/04/2023,Cain,2,N,Native,Loquat,Eriobotrya japonica,ERIjap,Tree,0,1,1,0,0,0,N/A,1,1,
400,20/03/2023,Winter,2,W,Solanum mauritianum,Petty Spurge,Euphorbia peplus,EUPpep,Forb,0,1,1,0,0,0,N/A,1,1,
865,4/05/2023,Salford,9,W,Ligustrum lucidum,Petty Spurge,Euphorbia peplus,EUPpep,Forb,0,1,0,0,0,0,N/A,1,1,
1059,14/02/2024,Netball,6,N,Native,Petty Spurge,Euphorbia peplus,EUPpep,Forb,0,11,0,0,0,0,N/A,1,1,
1074,3/01/2024,Netball,8,W,Paraserianthes lophantha,Speedwell,Fumaria muralis,FUMmur,Forb,0,1,0,0,0,0,N/A,1,1,
517,24/03/2023,Sancta,1,N,Native,Cleavers,Galium aparine,GALapa,Forb,0,2,2,0,0,0,N/A,1,1,
617,29/03/2023,Sancta,11,W,Solanum mauritianum,Cleavers,Galium aparine,GALapa,Forb,0,2,0,0,0,0,N/A,1,1,
724,28/04/2023,Salford,1,W,Ligustrum lucidum,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,3,0,0,0,0,N/A,1,1,
730,28/04/2023,Salford,1,N,Native,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,1,1,0,0,0,N/A,1,1,
753,28/04/2023,Salford,3,W,Ligustrum lucidum,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,1,0,0,0,0,N/A,1,1,
763,28/04/2023,Salford,3,N,Native,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,20,3,0,0,0,N/A,1,1,
800,2/05/2023,Salford,5,W,Ligustrum lucidum,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,7,0,0,0,0,N/A,1,1,
827,  02/05/2023,Salford,7,W,Ligustrum lucidum,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,4,1,0,0,0,N/A,1,1,
832,2/05/2023,Salford,7,N,Native,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,1,0,0,0,0,N/A,1,1,
842,2/05/2023,Salford,8,W,Ligustrum lucidum,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,13,1,0,0,0,N/A,1,1,
854,2/05/2023,Salford,8,N,Native,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,1,0,0,0,0,N/A,1,1,
910,12/05/2023,Silvana,2,W,Paraserianthes lophantha,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,1,0,0,0,0,N/A,1,1,
918,12/05/2023,Silvana,2,N,Native,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,7,1,0,0,0,N/A,1,1,
935,12/05/2023,Silvana,3,N,Native,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,1,0,0,0,0,N/A,1,1,
1094,16/07/2024,Netball,11,W,Paraserianthes lophantha,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,7,3,0,0,0,N/A,1,1,
1105,16/07/2024,Netball,11,N,Native,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,13,4,0,0,0,N/A,1,1,
1119,16/07/2024,Netball,12,W,Paraserianthes lophantha,Catchweed Bedstraw,Galium aparine,GALapa,Forb,0,12,5,0,0,0,N/A,1,1,
324,17/03/2023,Ambury,2,N,Native,Māwe,Galium propinquum,GALpro,Forb,0,,,,,,15,0,1,15 % ground cover
331,17/03/2023,Ambury,3,W,Solanum mauritianum,Māwe,Galium propinquum,GALpro,Forb,0,,,,,,2,0,1,2 % ground cover
335,17/03/2023,Ambury,3,N,Native,Māwe,Galium propinquum,GALpro,Forb,0,14,0,0,0,0,N/A,0,1,
338,17/03/2023,Ambury,4,W,Solanum mauritianum,Māwe,Galium propinquum,GALpro,Forb,0,,,,,,5,0,1,5 % Ground Cover
37,11/01/2023,Jensen,2,N,Native,Hangehange,Genistoma ligustrafolium,GENlig,Tree,0,1,1,0,0,0,N/A,0,1,
51,26/01/2023,Felicity,1,W,Ligustrum lucidum,Hangehange,Genistoma ligustrafolium,GENlig,Tree,0,4,2,1,0,0,N/A,0,1,
58,26/01/2023,Felicity,1,N,Native,Hangehange,Genistoma ligustrafolium,GENlig,Tree,0,1,1,0,0,0,N/A,0,1,
129,8/02/2023,Yates,1,N,Native,Hangehange,Genistoma ligustrafolium,GENlig,Tree,0,1,0,0,0,0,N/A,0,1,
202,10/02/2023,Todd,4,N,Native,Hangehange,Genistoma ligustrafolium,GENlig,Tree,0,6,5,1,0,0,N/A,0,1,
471,21/03/2023,Nataly,1,N,Native,Hangehange,Genistoma ligustrafolium,GENlig,Tree,0,1,1,1,1,0,N/A,0,1,
480,21/03/2023,Nataly,2,W,Paraserianthes lophantha,Hangehange,Genistoma ligustrafolium,GENlig,Tree,0,2,2,2,0,0,N/A,0,1,
500,21/03/2023,Nataly,3,N,Native,Hangehange,Genistoma ligustrafolium,GENlig,Tree,0,1,1,1,0,0,N/A,0,1,
999,2/12/2024,Netball,1,W,Paraserianthes lophantha,Northern Cransebill,Geranium bicknellii,N/A,Forb,0,9,4,1,0,0,N/A,1,1,
1006,2/12/2024,Netball,1,N,Native,Northern Cransebill,Geranium bicknellii,N/A,Forb,0,7,3,0,0,0,N/A,1,1,
1018,2/12/2024,Netball,2,N,Native,Northern Cransebill,Geranium bicknellii,N/A,Forb,0,1,1,0,0,0,N/A,1,1,
1048,14/02/2024,Netball,6,W,Paraserianthes lophantha,Northern Cransebill,Geranium bicknellii,N/A,Forb,0,,,,,,30,1,1,30 % Ground Cover
1052,14/02/2024,Netball,6,N,Native,Northern Cransebill,Geranium bicknellii,N/A,Forb,0,12,0,0,0,0,N/A,1,1,
1093,16/07/2024,Netball,11,W,Paraserianthes lophantha,Gardner’s geranium,Geranium gardneri,GERgar,Forb,0,,,,,,5,1,1,5% cover
412,20/03/2023,Winter,2,W,Solanum mauritianum,Herb robert,Geranium robertianum,GERrob,Forb,0,10,0,0,0,0,N/A,1,1,
512,24/03/2023,Sancta,1,N,Native,Herb robert,Geranium robertianum,GERrob,Forb,0,,,,,,5,1,1,5 % Ground Cover
524,24/03/2023,Sancta,1,W,Solanum mauritianum,Herb robert,Geranium robertianum,GERrob,Forb,0,1,0,0,0,0,N/A,1,1,
559,24/03/2023,Sancta,4,N,Native,Herb robert,Geranium robertianum,GERrob,Forb,0,84,0,0,0,0,N/A,1,1,
