Date,Site,Plot,Weed_Native,CentralSpecies,Height_CentralSpecies,DBH_CentralSpecies,Slope,CanopyCover_Densiometer,CanopyCover_App,Waypoint,East_Coordinates,South_Coordinates,CoverVascular,CoverNonVascular,CoverLitter,CoverBareSoil,CoverDebris,Erosion,Disturbance,Pests,LitterDepth,CoverGrass,HousingDensity,Topography,ParentMaterial,Notes
2/12/2024,Netball,5,W,Ligustrum lucidum,5,49,15,81.626,87.333,226,17450.639,3653.12,3.75,0,95,0,1.25,0,0,0,7.167,N/A,65,,,
2/12/2024,Netball,5,N,Pittosporum crassifolium,2.8,90,15,92.37,87.667,227,17450.624,3653.12,18.75,0,53.75,26.25,1.25,0,0,0,0.667,N/A,65,,,
14/02/2024,Netball,6,W,Paraserianthes lophantha,6.5,46.4,5,43.533,70,228,17450.629,3653.108,43.75,2,46.75,7.5,0,0,0,0,2.167,N/A,65,,,
14/02/2024,Netball,6,N,Metrosideros excelsa,4.2,161.1,5,80.587,83.667,229,17450.62,3653.099,21.25,0,74,2.5,2.25,0,0,0,2.833,2,65,,,
14/02/2024,Netball,7,W,Paraserianthes lophantha,8.6,44,10,78.16,82,230,47150.584,3653.073,15,0,72.5,5,7.5,0,1,0,7.333,N/A,65,,,Disturbance = fence
14/02/2024,Netball,7,N,Pittosporum crassifolium,5.8,150,12,83.36,88,231,17450.585,3653.075,18.75,0,59.5,16.25,5.5,0,0,0,3.333,N/A,65,,,
3/01/2024,Netball,8,W,Paraserianthes lophantha,1.95,23.5,10,84.3667,87.667,232,17450.732,3652.97,18.75,0,63.75,17.5,0,0,1,0,3.1667,10,65,,,Trash thrown here
3/01/2024,Netball,8,N,Pittosporum crassifolium,2.25,55,8,83.18,85,233,17450.733,3652.969,23.75,0,70,5,1.25,0,1,0,3.833,17,65,,,
3/01/2024,Netball,9,W,Paraserianthes lophantha,7,10,0,81.28,85.667,234,17450.695,3652.917,43,0,43.5,3.75,9.75,0,1,0,3.333,40,65,,,
3/01/2024,Netball,9,N,Coprosma robusta,5.75,6.4,10,88.56,88,235,17450.7,3652.913,28.5,0,64.25,6.75,0.5,0,1,0,3.5,12,65,,,
3/01/2024,Netball,10,W,Paraserianthes lophantha,8.25,16.6,5,84.05,86.333,236,17450.71,3652.894,47.5,0,44,6,2.5,0,0,0,3.833,N/A,65,,,
3/01/2024,Netball,10,N,Coprosma robusta,6,11.5,5,85.093,86,237,17450.713,3652.892,6.75,0,58,5.75,29.5,0,1,0,5.667,3,65,,,"Rocks/hard clay dropped here, 2 logs in plot"
16/07/2024,Netball,11,W,Paraserianthes lophantha,8.25,24.2,15,75.73,65.33,238,17450.575,3653.061,77.5,0,20,0,2.5,0,1,0,3.5,65,65,,,"fence runs through., lots of birds, central species flowering"
16/07/2024,Netball,11,N,Pittosporum crassifolium,8,75,10,89.253,87.67,239,17450.572,3653.063,58.75,0.5,32,5,3.75,0,1,0,3.67,N/A,65,,,lots of wattle seedlings very close to the edge of the plot
16/07/2024,Netball,12,W,Paraserianthes lophantha,9,7.7,5,86.4,73.67,240,17450.568,3653.061,47.5,3.75,27.5,6.25,15,0,1,0,6.33,30,65,,,
22/08/2024,Seddon,1,W,Paraserianthes lophantha,9.5,16.3,2,85.09,87.33,241,17443.151,3651.663,16.25,0,68.75,15,0,1,1,0,4.167,N/A,82,,,"near sewage runoff, lots of trash"
22/08/2024,Seddon,1,N,Leptospermum scoparium,8.2,94.9,5,85.72,84,242,17443.154,3651.659,16.25,1.25,31.25,23.75,22.5,1,1,0,4.5,N/A,82,,,
22/08/2024,Seddon,2,W,Paraserianthes lophantha,8,13.7,2,89.25,87.33,243,17443.176,3651.537,7.5,0,67.5,21.25,3.75,0,1,0,2.167,N/A,82,,,"next to a trail, privet canopy"
22/08/2024,Seddon,2,N,Coprosma robusta,6.5,19,0,87.52,90.67,244,17443.175,3651.533,15,0,72.5,7.5,5,0,1,0,2.33,N/A,82,,,"next to a trail, privet canopy"
3/09/2024,Seddon,3,W,Paraserianthes lophantha,9.9,25.5,15,85.786,86,245,17443.195,3651.541,6.25,1.25,47.5,38.75,6.25,1,1,0,1.66,N/A,82,,,"next to a trail, lots of broken glass and ceramic, privet canopy"
4/09/2024,Seddon,3,N,Coprosma robusta,7.4,35.5,10,88.9,88.67,246,17443.191,3651.545,11.25,0,61.25,12.5,15,0,1,0,1.67,N/A,82,,,"next to a trail, lots of broken glass and ceramic, privet canopy"
4/09/2024,Seddon,4,W,Paraserianthes lophantha,7.2,24.5,7,87.17,90.33,247,17443.201,3651.538,6.5,0,43.5,42.5,7.5,0,1,0,2.167,N/A,82,,,"Broken glass in plot, privet canopy"
4/09/2024,Seddon,4,N,Vitex lucens,6,22.1,5,89.6,90,248,17443.205,3651.546,3.75,0,41.25,43.75,11.25,0,1,0,1.25,N/A,82,,,"Broken glass in plot, privet canopy"
26/09/2024,Seddon,5,N,Pittosporum crassifolium,3.2,34.1,15,80.933,87,249,17443.114,3651.69,35,0,35,16.25,8.75,1,1,0,1.833,N/A,82,,,"Debris is garbage and rocks, privet canopy"
26/09/2024,Seddon,5,W,Ligustrum lucidum,1.7,17.7,5,85.44,88,250,17443.114,3651.689,8.75,5,30,37.5,18.75,1,1,0,1.833,N/A,82,,,"Debris is garbage, asphalt, and rocks, privet canopy"
26/09/2024,Seddon,6,W,Ligustrum lucidum,2.2,2.35,5,80.913,89.3,251,17443.118,3651.693,20,0,36.25,35,8.75,1,1,0,2.166,N/A,82,,,"Broken beer bottle and a huge rock, privet canopy"
5/11/2024,Seddon,6,N,Macropiper excelsium,1.65,24.7,10,87.666,89.333,252,17443.12,3651.69,1.5,0,52.5,31,15,1,1,0,4.5,N/A,82,,,"Eroded slope, barbed wire fence through the middle, debris = broken bottles and boulders, privet canopy"
5/11/2024,Seddon,7,N,Melicytus ramiflorus,5.74,81,2,90.64,89.333,253,17443.185,3651.623,5.25,0,74.25,20,0.5,0,0,0,2.166,N/A,82,,,
5/11/2024,Seddon,7,W,Ligustrum lucidum,7.38,75,2,89.253,88.666,254,17443.187,3651.625,21.25,0,35.75,42.25,0.75,0,0,0,1.25,N/A,82,,,Debris = neck of bottle and a rock
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
