ID,CreationDate,EndOutcome,y_xy,DistanceSEA,Flowers_Seeds_PodsMothPlant,HeightMetresMothPlant,Area_m2MothPlant,OldestGrowthStageMothPlant,Flowers_Seeds_PodsGinger,Height_metresGinger,Area_m2Ginger,OldestGrowthStageGinger,Flowers_Seeds_PodsClimbingAsparagus,HeightMetresClimbingAsparagus,Area_m2ClimbingAsparagus,OldestGrowthStageClimbingAsparagus,Flowers_Seeds_PodsBushyAsparagus,HeightMetresBushyAsparagus,Area_m2BushyAsparagus,Flowers_Seeds_PodsWoolly,HeightMetresWoolly,Area_m2Woolly,OldestGrowthStageWoolly,Flowers_Seeds_PodsRhamnus,HeightMetresRhamnus,Area_m2Rhamnus,OldestGrowthStageRhamnus,Flowers_Seeds_PodsCoastalBanksia,HeightMetresCoastalBanksia,Area_m2CoastalBanksia,OldestGrowthStageCoastalBanksia,Flowers_Seeds_PodsJasmine,HeightMetresJasmine,Area_m2Jasmine,OldestGrowthStageJasmine,Flowers_Seeds_PodsBlueMorningGlory,HeightMetresBlueMorningGlory,Area_m2BlueMorningGlory,OldestGrowthStageBlueMorningGlory,Flowers_Seeds_PodsEnglishIvy,HeightMetresEnglishIvy,Area_m2EnglishIvy,OldestGrowthStageEnglishIvy,Flowers_Seeds_PodsPeriwinkle,HeightMetresPeriwinkle,Area_m2Periwinkle,Flowers_Seeds_PodsMadeiraVine,HeightMetresMadeiraVine,Area_m2MadeiraVine,OldestGrowthStageMadeiraVine,Flowers_Seeds_PodsHoneysuckle,HeightMetresHoneysuckle,Area_m2Honeysuckle,OldestGrowthStageHoneysuckle,y_xy,x,y
218,19/05/2022 23:57,S,174.7118401 -36.82230943,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7118401 -36.82230943,174.7118401,-36.82230943
219,19/05/2022 23:57,SQ,174.7126578 -36.82069662,0,,,,,,,,,1-Too soon to tell,0.5,0.25,Juvenile,4-NoSignOfFlowering,1,1.5,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,0.25,2,Juvenile,,,,,,,,,,,,174.7126578 -36.82069662,174.7126578,-36.82069662
220,20/05/2022 0:27,SQ,174.7121355 -36.82289666,0,,,,,4-NoSignOfFlowering,1,3,Juvenile,4-NoSignOfFlowering,2,50,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7121355 -36.82289666,174.7121355,-36.82289666
221,20/05/2022 0:28,SQ,174.7124387 -36.8207423,0,,,,,1-Too soon to tell,0.25,0.25,Seedling,,,,,4-NoSignOfFlowering,0.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7124387 -36.8207423,174.7124387,-36.8207423
222,20/05/2022 0:42,V,174.7117609 -36.821553,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7117609 -36.821553,174.7117609,-36.821553
223,20/05/2022 1:05,SQ,174.7123587 -36.82259592,84.13,,,,,,,,,4-NoSignOfFlowering,0.5,3,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7123587 -36.82259592,174.7123587,-36.82259592
224,20/05/2022 1:49,SQ,174.7097936 -36.81564472,8.63,,,,,,,,,,,,,,,,1-Too soon to tell,0.5,1,Juvenile,,,,,,,,,1-Too soon to tell,1,2,Adult,,,,,6-Pods bursting or fruit mature,2,5,Adult,,,,,,,,,,,,174.7097936 -36.81564472,174.7097936,-36.81564472
225,20/05/2022 1:52,SQ,174.7141153 -36.82225293,0,4-NoSignOfFlowering,1,3,Juvenile,,,,,1-Too soon to tell,1,4,Juvenile,,,,4-NoSignOfFlowering,1,2,Juvenile,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,10,Adult,,,,,,,,2-Buds forming,2,4,Adult,174.7141153 -36.82225293,174.7141153,-36.82225293
226,20/05/2022 2:08,SQ,174.7151162 -36.82203563,0,4-NoSignOfFlowering,1,1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7151162 -36.82203563,174.7151162,-36.82203563
227,20/05/2022 2:10,SQ,174.7098144 -36.81521486,0,,,,,5-Pods or Fruit forming,1,1,Adult,4-NoSignOfFlowering,0.5,1,Adult,,,,3-Flowers visible,1,1,Adult,,,,,,,,,4-NoSignOfFlowering,1,4,Adult,,,,,4-NoSignOfFlowering,2,2,Adult,,,,2-Buds forming,2,2,Adult,,,,,174.7098144 -36.81521486,174.7098144,-36.81521486
228,20/05/2022 2:28,SQ,174.7102071 -36.81408158,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,1,2,Adult,,,,,,,,,,,,,,,,,,,,174.7102071 -36.81408158,174.7102071,-36.81408158
229,20/05/2022 2:47,S,174.7103315 -36.81373738,20.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,1,3,Adult,,,,,,,,,,,,174.7103315 -36.81373738,174.7103315,-36.81373738
230,24/05/2022 22:46,SQ,174.7148548 -36.81242804,102.64,4-NoSignOfFlowering,2,1,Adult,,,,,1-Too soon to tell,0.5,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,174.7148548 -36.81242804,174.7148548,-36.81242804
231,24/05/2022 23:08,SQ,174.7146397 -36.81239238,100.9,,,,,,,,,4-NoSignOfFlowering,0.2,1,Juvenile,1-Too soon to tell,0.2,1,,,,,,,,,,,,,3-Flowers visible,2,1,Adult,,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,174.7146397 -36.81239238,174.7146397,-36.81239238
232,24/05/2022 23:24,SQ,174.7144194 -36.81234695,102.16,1-Too soon to tell,0.1,0.2,Seedling,,,,,1-Too soon to tell,0.1,0.1,Seedling,,,,1-Too soon to tell,0.1,0.2,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7144194 -36.81234695,174.7144194,-36.81234695
233,24/05/2022 23:59,SQ,174.7124032 -36.81216477,47.2,1-Too soon to tell,1,8,Juvenile,1-Too soon to tell,0.5,1,Adult,,,,,,,,1-Too soon to tell,0.1,0.2,Seedling,,,,,,,,,,,,,,,,,1-Too soon to tell,3,20,Adult,,,,,,,,,,,,174.7124032 -36.81216477,174.7124032,-36.81216477
234,25/05/2022 0:50,SQ,174.7119602 -36.81225056,13.69,4-NoSignOfFlowering,0.5,0.5,Adult,4-NoSignOfFlowering,0.5,1,Adult,,,,,,,,1-Too soon to tell,0.5,3,Adult,,,,,,,,,4-NoSignOfFlowering,3,10,Adult,,,,,6-Pods bursting or fruit mature,5,20,Adult,,,,,,,,,,,,174.7119602 -36.81225056,174.7119602,-36.81225056
235,25/05/2022 0:54,DP,174.711195 -36.81259623,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.711195 -36.81259623,174.711195,-36.81259623
236,25/05/2022 0:58,S,174.7152107 -36.81299445,84.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7152107 -36.81299445,174.7152107,-36.81299445
237,25/05/2022 1:10,SQ,174.7107505 -36.81300811,0,,,,,,,,,4-NoSignOfFlowering,1,4,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7107505 -36.81300811,174.7107505,-36.81300811
238,25/05/2022 1:17,S,174.7143284 -36.81283871,69.17,,,,,,,,,4-NoSignOfFlowering,,0.2,Juvenile,4-NoSignOfFlowering,,0.5,,,,,,,,,,,,,4-NoSignOfFlowering,1,10,Adult,,,,,4-NoSignOfFlowering,0.3,1,Juvenile,,,,,,,,,,,,174.7143284 -36.81283871,174.7143284,-36.81283871
239,25/05/2022 1:31,SQ,174.7105137 -36.81335613,0,4-NoSignOfFlowering,1,1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,5,Adult,,,,,,,,,,,,,,,,,,,,174.7105137 -36.81335613,174.7105137,-36.81335613
240,25/05/2022 1:47,S,174.7139074 -36.8127735,70.68,,2,5,Adult,6-Pods bursting or fruit mature,,3,Adult,4-NoSignOfFlowering,0.5,0.2,Juvenile,4-NoSignOfFlowering,1.3,2,,,,,,,,,,,,,4-NoSignOfFlowering,2,4,Adult,,,,,,,,,,,,,,,,,,,,174.7139074 -36.8127735,174.7139074,-36.8127735
241,25/05/2022 1:51,SQ,174.7104163 -36.81355273,0,4-NoSignOfFlowering,1,1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,2,Juvenile,,,,,4-NoSignOfFlowering,1,2,Seedling,,,,,,,,,,,,174.7104163 -36.81355273,174.7104163,-36.81355273
242,25/05/2022 2:02,SQ,174.7130591 -36.8126298,86.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7130591 -36.8126298,174.7130591,-36.8126298
243,25/05/2022 2:15,S,174.7149169 -36.8131851,35.98,,,,,6-Pods bursting or fruit mature,,1,Adult,,,,,,,,1-Too soon to tell,,0.5,Seedling,,,,,,,,,4-NoSignOfFlowering,2,10,Adult,,,,,,,,,,,,,,,,,,,,174.7149169 -36.8131851,174.7149169,-36.8131851
244,25/05/2022 2:16,SQ,174.7107142 -36.81379413,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7107142 -36.81379413,174.7107142,-36.81379413
245,25/05/2022 2:36,SQ,174.7098884 -36.81491219,0,4-NoSignOfFlowering,1,1,Seedling,,,,,,,,,,,,4-NoSignOfFlowering,2,2,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7098884 -36.81491219,174.7098884,-36.81491219
246,25/05/2022 2:39,S,174.714272 -36.81308879,17.4,,,,,,,,,,,,,4-NoSignOfFlowering,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.714272 -36.81308879,174.714272,-36.81308879
247,25/05/2022 3:08,SQ,174.7140315 -36.81332901,0,1-Too soon to tell,0.2,0.2,Seedling,6-Pods bursting or fruit mature,2,2,Adult,1-Too soon to tell,,0.2,Juvenile,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,3,Adult,,,,,4-NoSignOfFlowering,,0.5,Juvenile,,,,,,,,,,,,174.7140315 -36.81332901,174.7140315,-36.81332901
248,25/05/2022 22:15,S,174.7155136 -36.81295556,97.45,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Seedling,6-Pods bursting or fruit mature,1,2,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,2,Juvenile,,,,,,,,,,,,174.7155136 -36.81295556,174.7155136,-36.81295556
249,25/05/2022 22:29,SQ,174.7154157 -36.81338266,71.25,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,10,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,5,20,Adult,,,,,,,,,,,,174.7154157 -36.81338266,174.7154157,-36.81338266
250,25/05/2022 22:41,S,174.7153333 -36.81359099,54.15,,,,,5-Pods or Fruit forming,2,4,Adult,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,,,,,4-NoSignOfFlowering,2,5,Juvenile,,,,,4-NoSignOfFlowering,1,5,Juvenile,,,,,,,,,,,,174.7153333 -36.81359099,174.7153333,-36.81359099
251,25/05/2022 22:46,SQ,174.7176309 -36.81223991,215.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7176309 -36.81223991,174.7176309,-36.81223991
252,25/05/2022 22:50,SQ,174.7153067 -36.81376596,53.9,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,1,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Seedling,,,,,,,,,,,,174.7153067 -36.81376596,174.7153067,-36.81376596
253,25/05/2022 23:01,S,174.7155149 -36.81517002,18.17,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7155149 -36.81517002,174.7155149,-36.81517002
254,25/05/2022 23:14,S,174.7155656 -36.81540232,0.99,1-Too soon to tell,0.3,0.5,Seedling,,,,,1-Too soon to tell,0.3,0.5,Seedling,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,1,2,Adult,,,,,,,,,,,,174.7155656 -36.81540232,174.7155656,-36.81540232
255,25/05/2022 23:18,SQ,174.7124855 -36.81305296,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.2,2,Adult,4-NoSignOfFlowering,,1,,,,,,,,,174.7124855 -36.81305296,174.7124855,-36.81305296
256,25/05/2022 23:33,SQ,174.7155809 -36.81573299,17.49,,,,,,,,,,,,,5-Pods or Fruit forming,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7155809 -36.81573299,174.7155809,-36.81573299
257,25/05/2022 23:38,SQ,174.7122944 -36.81316301,17.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.4,2,Adult,,,,,,,,,,,,174.7122944 -36.81316301,174.7122944,-36.81316301
258,25/05/2022 23:56,SQ,174.7155053 -36.81720476,35.71,,,,,,,,,,,,,,,,1-Too soon to tell,0.3,1,Juvenile,,,,,,,,,1-Too soon to tell,1,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,174.7155053 -36.81720476,174.7155053,-36.81720476
259,26/05/2022 0:04,S,174.7153939 -36.81747177,0,,,,,1-Too soon to tell,0.5,1,Adult,1-Too soon to tell,0.5,3,Adult,,,,1-Too soon to tell,0.5,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7153939 -36.81747177,174.7153939,-36.81747177
260,26/05/2022 0:17,S,174.7155078 -36.817684,0,,,,,3-Flowers visible,1.5,12,Adult,,,,,,,,1-Too soon to tell,0.5,2,Juvenile,,,,,,,,,,,,,,,,,1-Too soon to tell,2,1,Adult,,,,,,,,,,,,174.7155078 -36.817684,174.7155078,-36.817684
261,26/05/2022 0:33,SQ,174.7155803 -36.81749905,0,,,,,5-Pods or Fruit forming,2,3,Adult,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,0.5,0.5,Adult,,,,,1-Too soon to tell,3,2,Adult,,,,,,,,,,,,174.7155803 -36.81749905,174.7155803,-36.81749905
262,26/05/2022 0:35,SQ,174.7121258 -36.81305405,0,,,,,,,,,4-NoSignOfFlowering,2,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7121258 -36.81305405,174.7121258,-36.81305405
263,26/05/2022 1:21,SQ,174.7121894 -36.81261555,0,5-Pods or Fruit forming,6,4,Adult,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,6,40,Adult,,,,,5-Pods or Fruit forming,2,8,Adult,,,,,,,,,,,,174.7121894 -36.81261555,174.7121894,-36.81261555
264,26/05/2022 1:21,SQ,174.7159311 -36.81698562,44.62,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,4-NoSignOfFlowering,0.5,4,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Juvenile,,,,,,,,4-NoSignOfFlowering,1,2,Juvenile,174.7159311 -36.81698562,174.7159311,-36.81698562
265,26/05/2022 1:37,SQ,174.7161027 -36.81739956,0,,,,,3-Flowers visible,2,12,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,8,6,Adult,,,,,4-NoSignOfFlowering,0.5,2,Juvenile,,,,,,,,,,,,174.7161027 -36.81739956,174.7161027,-36.81739956
266,26/05/2022 1:49,SQ,174.716623 -36.81748049,0,,,,,3-Flowers visible,2,4,Adult,4-NoSignOfFlowering,0.5,1,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.716623 -36.81748049,174.716623,-36.81748049
267,26/05/2022 1:59,S,174.7167303 -36.81749344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7167303 -36.81749344,174.7167303,-36.81749344
268,26/05/2022 2:15,SQ,174.7168038 -36.81722308,0,,,,,1-Too soon to tell,0.5,0.5,Adult,1-Too soon to tell,0.5,0.5,Seedling,,,,1-Too soon to tell,0.5,0.5,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7168038 -36.81722308,174.7168038,-36.81722308
269,26/05/2022 2:29,S,174.717013 -36.81720074,0,1-Too soon to tell,0.5,0.5,Juvenile,,,,,,,,,,,,1-Too soon to tell,0.3,1,Seedling,,,,,,,,,1-Too soon to tell,0.5,0.5,Adult,,,,,,,,,,,,,,,,,,,,174.717013 -36.81720074,174.717013,-36.81720074
270,26/05/2022 2:34,SQ,174.7126389 -36.81264874,47.63,,,,,4-NoSignOfFlowering,0.5,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,20,Adult,,,,,,,,,,,,174.7126389 -36.81264874,174.7126389,-36.81264874
271,26/05/2022 2:40,V,174.7180155 -36.8161375,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7180155 -36.8161375,174.7180155,-36.8161375
272,26/05/2022 3:04,SQ,174.7184554 -36.8161204,0,1-Too soon to tell,0.5,0.5,Seedling,2-Buds forming,1,1,Adult,1-Too soon to tell,1,2,Adult,,,,1-Too soon to tell,1,1,Adult,,,,,,,,,1-Too soon to tell,1,3,Adult,,,,,,,,,,,,,,,,,,,,174.7184554 -36.8161204,174.7184554,-36.8161204
273,26/05/2022 3:35,S,174.718072 -36.81705087,0,,,,,,1.5,4,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,10,Adult,,,,,4-NoSignOfFlowering,0.25,1,Adult,,,,,,,,,,,,174.718072 -36.81705087,174.718072,-36.81705087
274,26/05/2022 22:31,SQ,174.7184528 -36.81717551,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7184528 -36.81717551,174.7184528,-36.81717551
275,26/05/2022 22:32,SQ,174.7184231 -36.81561958,0,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,4-NoSignOfFlowering,0.5,0.55,Seedling,,,,,,,,,4-NoSignOfFlowering,2,5,Adult,,,,,4-NoSignOfFlowering,2,3,Juvenile,,,,,,,,,,,,174.7184231 -36.81561958,174.7184231,-36.81561958
276,26/05/2022 22:42,S,174.718852 -36.81518737,37.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,2,Juvenile,,,,,,,,,,,,174.718852 -36.81518737,174.718852,-36.81518737
277,26/05/2022 22:52,SQ,174.7180203 -36.8174451,24.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,0.5,Juvenile,,,,,,,,,,,,174.7180203 -36.8174451,174.7180203,-36.8174451
278,26/05/2022 23:02,SQ,174.7192832 -36.81483466,75.75,4-NoSignOfFlowering,0.5,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,4,Adult,,,,,4-NoSignOfFlowering,3,4,Juvenile,,,,,,,,,,,,174.7192832 -36.81483466,174.7192832,-36.81483466
279,26/05/2022 23:11,S,174.7190894 -36.81727375,0,,,,,,,,,4-NoSignOfFlowering,0.2,0.2,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7190894 -36.81727375,174.7190894,-36.81727375
280,26/05/2022 23:12,S,174.7193803 -36.81470017,93.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7193803 -36.81470017,174.7193803,-36.81470017
281,26/05/2022 23:32,S,174.7188698 -36.81769159,0,,,,,,,,,4-NoSignOfFlowering,1.5,50,Adult,,,,5-Pods or Fruit forming,2,8,Adult,,,,,,,,,4-NoSignOfFlowering,2,50,Adult,,,,,4-NoSignOfFlowering,5,30,Adult,,,,,,,,,,,,174.7188698 -36.81769159,174.7188698,-36.81769159
282,26/05/2022 23:42,SQ,174.7190787 -36.81298896,151.54,,,,,,,,,,,,,1-Too soon to tell,0.5,0.5,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,1,1,Adult,,,,,,,,,,,,174.7190787 -36.81298896,174.7190787,-36.81298896
283,26/05/2022 23:58,SQ,174.7190561 -36.81753074,0,,,,,4-NoSignOfFlowering,,5,Adult,4-NoSignOfFlowering,,10,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7190561 -36.81753074,174.7190561,-36.81753074
284,27/05/2022 0:00,S,174.7190957 -36.8120856,165.13,,,,,,,,,,,,,1-Too soon to tell,0.3,0.3,1-Too soon to tell,0.3,0.3,Seedling,,,,,,,,,1-Too soon to tell,1,1,Adult,,,,,1-Too soon to tell,1,2,Adult,,,,,,,,,,,,174.7190957 -36.8120856,174.7190957,-36.8120856
285,27/05/2022 0:20,SQ,174.7185942 -36.81800398,0,,,,,4-NoSignOfFlowering,,2,Juvenile,4-NoSignOfFlowering,1.5,8,Juvenile,,,,,,,,,,,,,,,,4-NoSignOfFlowering,4,100,Adult,,,,,4-NoSignOfFlowering,1,20,Adult,,,,,,,,4-NoSignOfFlowering,2.5,5,Adult,174.7185942 -36.81800398,174.7185942,-36.81800398
286,27/05/2022 0:30,SQ,174.7184722 -36.81177568,129.98,,,,,5-Pods or Fruit forming,1,2,Adult,1-Too soon to tell,0.5,0.5,Juvenile,1-Too soon to tell,0.5,1,1-Too soon to tell,0.3,1,Seedling,,,,,,,,,1-Too soon to tell,3,12,Adult,,,,,1-Too soon to tell,3,8,Adult,,,,,,,,,,,,174.7184722 -36.81177568,174.7184722,-36.81177568
287,27/05/2022 0:39,S,174.7184382 -36.81796136,0,,,,,,,,,4-NoSignOfFlowering,0.2,15,Adult,,,,1-Too soon to tell,0.2,0.5,Seedling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7184382 -36.81796136,174.7184382,-36.81796136
288,27/05/2022 2:11,S,174.7187258 -36.81231283,188.84,1-Too soon to tell,0.3,0.3,Juvenile,,,,,1-Too soon to tell,0.5,1,Juvenile,1-Too soon to tell,0.5,1,1-Too soon to tell,0.1,0.3,Seedling,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,174.7187258 -36.81231283,174.7187258,-36.81231283
289,27/05/2022 2:44,S,174.7190486 -36.81356941,150.28,,,,,,,,,,,,,1-Too soon to tell,0.5,2,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,1-Too soon to tell,1,1,Adult,,,,,,,,,,,,,,,,,,,,174.7190486 -36.81356941,174.7190486,-36.81356941
290,27/05/2022 2:58,S,174.7191716 -36.81376119,137.81,1-Too soon to tell,0.3,1,Seedling,,,,,,,,,5-Pods or Fruit forming,0.5,6,1-Too soon to tell,0.1,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7191716 -36.81376119,174.7191716,-36.81376119
291,31/05/2022 22:59,S,174.7196749 -36.81247054,139.35,,,,,,,,,,,,,4-NoSignOfFlowering,1,5,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,4,Juvenile,,,,,,,,1-Too soon to tell,2,4,Juvenile,174.7196749 -36.81247054,174.7196749,-36.81247054
292,31/05/2022 23:32,SQ,174.7198746 -36.81254015,115.42,4-NoSignOfFlowering,2,3,Juvenile,4-NoSignOfFlowering,1,1,Juvenile,,,,,3-Flowers visible,2,4,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,3,Juvenile,,,,,,,,,,,,174.7198746 -36.81254015,174.7198746,-36.81254015
293,31/05/2022 23:56,SQ,174.7204152 -36.81268885,108.49,4-NoSignOfFlowering,3,5,Seedling,4-NoSignOfFlowering,1,2,Juvenile,4-NoSignOfFlowering,0.5,0.5,Seedling,4-NoSignOfFlowering,0.5,2,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,2,Seedling,,,,,,,,,,,,174.7204152 -36.81268885,174.7204152,-36.81268885
294,1/06/2022 0:25,SQ,174.7208388 -36.81333325,15.91,4-NoSignOfFlowering,1,4,Juvenile,3-Flowers visible,2,4,Adult,4-NoSignOfFlowering,4,8,Adult,,,,4-NoSignOfFlowering,1,2,Seedling,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,5,Juvenile,,,,,,,,,,,,174.7208388 -36.81333325,174.7208388,-36.81333325
295,1/06/2022 1:26,SQ,174.7208925 -36.8162833,0,,,,,,,,,1-Too soon to tell,2,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.25,Adult,,,,,,,,,,,,174.7208925 -36.8162833,174.7208925,-36.8162833
296,1/06/2022 1:46,S,174.7208441 -36.81592481,2.91,1-Too soon to tell,0.5,0.25,Seedling,,,,,1-Too soon to tell,0.5,0.25,Seedling,,,,,,,,,,,,,,,,,,,,,,,,6-Pods bursting or fruit mature,3,4,Adult,,,,4-NoSignOfFlowering,2,3,Adult,,,,,174.7208441 -36.81592481,174.7208441,-36.81592481
297,1/06/2022 2:34,SQ,174.7105552 -36.81484978,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7105552 -36.81484978,174.7105552,-36.81484978
298,1/06/2022 2:51,SQ,174.7107831 -36.81488092,0,,,,,,,,,4-NoSignOfFlowering,1.5,2,Juvenile,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,3,Adult,,,,,,,,,,,,,,,,,,,,174.7107831 -36.81488092,174.7107831,-36.81488092
299,2/06/2022 22:35,SQ,174.7159731 -36.81632529,121.71,4-NoSignOfFlowering,0.4,1,Juvenile,4-NoSignOfFlowering,1,1,Juvenile,,,,,6-Pods bursting or fruit mature,0.3,2,4-NoSignOfFlowering,0.3,0.5,Juvenile,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,,,,,,,,174.7159731 -36.81632529,174.7159731,-36.81632529
300,2/06/2022 23:01,SQ,174.7162206 -36.81632219,110.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,4,Adult,,,,2-Buds forming,1,2,Adult,,,,,174.7162206 -36.81632219,174.7162206,-36.81632219
301,2/06/2022 23:18,S,174.7164245 -36.8162885,110.92,6-Pods bursting or fruit mature,3.5,2,Adult,3-Flowers visible,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,2-Buds forming,1.5,3,Adult,,,,,174.7164245 -36.8162885,174.7164245,-36.8162885
302,2/06/2022 23:57,S,174.7173442 -36.81552708,77.32,6-Pods bursting or fruit mature,2,2,Adult,,,,,4-NoSignOfFlowering,0.1,0.1,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,4-NoSignOfFlowering,0.2,1,Seedling,,,,,,,,,,,,174.7173442 -36.81552708,174.7173442,-36.81552708
303,3/06/2022 0:31,SQ,174.7175914 -36.815253,71.2,4-NoSignOfFlowering,1,0.2,Adult,3-Flowers visible,1.5,1,Adult,4-NoSignOfFlowering,1,1,Adult,,,,4-NoSignOfFlowering,3,0.1,Juvenile,,,,,,,,,4-NoSignOfFlowering,2,10,Adult,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,174.7175914 -36.815253,174.7175914,-36.815253
